文本;群体情绪;时间
"If Biden and his government don't care about national security and won't protect US citizens and its territorial lands, can't the military take over?
What's happening in US is unacceptable and obviously negligence of duties by leaders and worse its intentional!
No leaders in their right minds would allow these criminals, terrorists and communists that come from countries that are US enemies to enter the country illegally!
What's happening is horrible!
Can't the Congress declare Martial law since Biden is an irresponsible weak hater who likes to see that US is in trouble!";3.0312330937731175e-05;2024-06-18T22:00:00
bidens voters😡😈👹🤡;0.006678198830688331;------
Machine guns will turn them back;0.005946723065135268;2024-06-18T22:00:00
I'm telling everybody you better go out and buy all the guns you can get and the ammunition pay cash do not use a credit card If you got to get you cousin or your grandma or your uncle or whoever to get it do whatever you got to do to stock up You're going to need it I'm telling you it's coming we've got too many illegals in this country they're getting rid of attack this whole country If you ain't prepared you won't be around no more take some good advice;0.0001311016342898561;------
And it’s gross, good time to get into the backlog;0.014163465353588582;2024-06-18T22:00:00
I enjoyed My Time at Portia so I'll play Sandrock. Steam World Dig 1 and 2 were fun games. Excited for Still Wakes The Deep today and Sherwood Builders sounds cool.;4.2143884825062936e-05;------
"Man i read the first part of that headline and full expected the rest to say ""microsoft confirms xbox gamepass price increase"". Probably wont be long tho, knock on wood.";0.00044642486376926874;2024-06-18T22:00:00
Ultimate is a waste of money in reality I just have core even though I don’t really play with anyone;4.430657309017618e-05;------
We should be able to buy 12months of ultimate game pass. $21 a month is BS.;0.0038097278619243615;2024-06-18T23:00:00
And it’s not a strong lineup lol it’s games we don’t really want to play;0.003809727861924406;------
HEY MICROSOFT, WHAT IS TAKING YOU SO LONG TO PUT THE ENTIRE CALL OF DUTY LIBRARY ON GAMEPASS.;0.001066863512235451;2024-06-18T23:00:00
Now all they need is a good console and a few first party games and they're all set... Do i hear xbox 720 for the next gen?;0.0013800284014433442;------
Kinda weak but I still have tons to play and finish so for the 2nd half of the month I can't complain. Even though this oil rig game.got a 6/10 I'll give it a go for some achievements;4.1869737220011304e-05;2024-06-18T23:00:00
🤔🤢;0.010074989619335159;------
Shocking line up 🤣;0.009020711644573746;2024-06-18T23:03:00
Mid lineup;0.009546399610535234;------
"Why did you tried to exort the developers of Black Myth: Wukong?
Have you no ethics at all?
You bully companies if they don't pay you and SweetBabyInc for ruining the games";0.0013001481023747197;2024-06-18T23:08:00
Xbox is cooking!;0.009546399610535234;------
💩;0.010074989619335159;2024-06-18T23:23:00
"Top fan
Tombz Moore";0.008500764381571562;------
Oh no 21 $ for game pass yet there giving y’all over 1000 games for free on it lmao such ignorant selfish people y’all don’t like what y’all get go work for them and do it yourself 🤷‍♂️ like even new games are been added to it that would cost u 80) just alone on disc at a store or online;1.5304484600457287e-05;2024-06-18T23:27:00
Cities Skylines 2;0.005759491933325704;------
"Hey YOU, do you need a new ringtone? 🤳🏻 🎶

https://
music.apple.com/
us/artist/sn0vv/
1590200444";0.003809727861924406;2024-06-18T23:41:00
bit.ly/3RAxIN7;0.26664837997002877;------
I remember when I was in middle school NVIDIA was synonymous with quality graphics like none other, relatively unknown.;0.0062244018007354095;2024-06-18T23:41:00
They still can't bring out Nvidia Shield TV 2? 🙄;0.0513298360728141;------
Couldn't possibly be for the over inflated pricing of their graphics cards.;0.19820060723455357;2024-06-18T23:46:00
Decades of Price Gouging video cards will get you to that level.;0.19820060723455357;------
Never heard of Nvidia 😂;0.3660764000334526;2024-06-18T23:57:00
Thank crypto/ai for that;0.4363601239408066;------
I use their game streaming app it’s cool 😭;0.13746607384858028;2024-06-18T23:58:00
"Top fan
Alonso Alvarado";0.2249843559642853;------
NVIDIA = SKYNET;0.20872363483285758;2024-06-18T23:00:00
Wouldn't be surprised if they decide to mega merge with Microsoft it would basically destroy competition;0.1607827553918981;------
But for how long? Because Microsoft, apple and Nvidia will definitely be going back and forth for sure going forward.;0.10311689702889935;2024-06-18T22:00:00
The IRS is drooling to steal half!;0.13186514305454944;------
I wonder how much has Nancy Pelosi made off this;0.17196253685541604;2024-06-18T23:00:00
An this is the first time I'm even hearing about this company;0.40883638522601107;------
Nancy Pelosi cashed her insider trading card in nicely;0.18530624440130714;2024-06-18T23:00:00
The birth of Skynet;0.15379898109839496;------
Agagaga, April fools was like 2 months ago 😆🤣 !!;0.05895188891073782;2024-06-18T22:00:00
Daniel Brandes;0.25265852242770964;------
Julio;0.26664837997002877;2024-05-22T23:00:00
Dominique Wells;0.25265852242770964;------
Gigachad;0.26664837997002877;2024-05-22T23:32:00
Allison Macks sex cult?;0.2249843559642853;------
Sanrio has some amazing characters, but I never knew how much fun they could be in a game until Hello Kitty Island Adventure;0.0002602910683515426;2024-05-22T23:15:00
Only if Choco Cat is there, I might think about it;0.0008243377170312068;------
"Top fan
Adam Ellison";0.0027827614343261245;2024-05-22T23:56:00
Minnie Sauceda;0.0031250545810272375;------
is the train in the game?;0.0031250545810272375;2024-05-22T23:00:00
I can't wait!!!;0.0010796757661981997;------
"Top fan
Marcus Simonsson";0.0027827614343261245;2024-05-22T23:34:00
"Top fan
Jay Depriest";0.0027827614343261245;------
"Let's spread love and end inhumanity!! I’m legitimately paying 5 grand to the first 7 person to message me ""GOD DID"" cus I'm blessed being a millionaire";0.0009644965295866529;2024-05-22T23:00:00
Stephanie Jansen;0.0031250545810272375;------
Just you Paul Griff 😛😛😛;0.005177233676775951;2024-05-22T23:00:00
Just imagine the leather jackets he can buy. 😆;0.005742511663352857;------
Even after all the lawsuits?;0.0073203333336391415;2024-05-22T23:39:00
I just bought a 150 shares last month. Best decision 🥳;0.0003194583035986358;------
Jose De La Cruz;0.0065185233598598225;2024-05-22T23:07:00
And yet they still sell overpriced GPUs with burning power connectors. This needs a class action lawsuit.;0.0004061703149617883;------
Going to be hilarious when that bubble pops;0.0065185233598598225;2024-05-22T23:40:00
Show me the money.;0.0035666047038293174;------
Christine Mickus;0.0073203333336391415;2024-05-22T23:51:00
Until the rug pull. Every hedgefund is on the same hill. Be a shame if one got liquidated from their naked shorts in #gme #amc 🥴🥴🥴🥴;0.0018725426824510467;------
Good, so when you gonna Split my Stock???;0.0065185233598598225;2024-05-22T23:00:00
I knew I should have been doing that Nancy Pelosi stock tracker 😩;0.0003423183108201582;------
Didnt the shares drop massively?;0.0065185233598598225;2024-05-22T23:13:00
Rahul Ghai Ayan Majumdar;0.0065185233598598225;------
Kenozuki Dean;0.0073203333336391415;2024-05-22T23:00:00
First;0.007725664685678546;------
Good evening;0.0005137076023606157;2024-05-22T23:20:00
Fighting, Our Lions 🦁;0.01170284603202905;------
Fighting YGN 💪💪💪;0.012418647869435645;2024-05-22T23:36:00
💪💪ရန်ကုန် 🦁;0.01314235282705976;------
"မျိုးလှိုင်ဝင်း
မှာ
ချန်ပီယံLucky မရှိဘူး
အဲ့တာကြောင့် ချန်ပီယံဆိုတာ
ရန်ကုန်အတွက် ဘဲ
ကွင်းထဲမှာ အောင်ပွဲလာခံမယ်";0.007762832102650009;2024-05-22T23:54:00
ငါ့တို့က ချန်ပီယံဘဲနော် 🦁💚;0.012418647869435645;------
"ဖလားသိမ်းခဲ့လို
က်တော့ ရန်ကုန်ရေ
🏆👏👏👏";0.01170284603202905;2024-05-22T23:41:00
"YBS&ရှမ်းခေါက်ဆ
ွဲ အားပြိုင်မဲ့ပွဲ";0.012418647869435645;------
"ငါတိုအများကြီးမ
ျှော်လင့်ထားတာန
ော်";0.012418647869435645;2024-05-22T23:38:00
•ရန်ကုန် fan တွေအတွက် tickets က ကွင်းဘယ် Gate မှာရောင်းမှာလဲ;0.008989353440883347;------
"Cover ကြီးကမိုက်ချက်ဘ
ဲ";0.012418647869435645;2024-05-22T23:38:00
"ပဲပုတ်တွေကိုရေစ
ိမ်လိုက်တော့";0.01314235282705976;------
"Yangonကရှမ်းကို
နိင်ရေ3း1ကို့ခန
်းမှန်းထားတယ်နေ
ာ်ဖိုက်တင်းပါYa
ngonရေဂိုးသမားလ
ဲဖမ်းနိင်ပါစေနေ
ာ်ဒီနေ့2024ခုနစ
်ဖလားဆုရပါစေလို
့ဆုတောင်းပါတယ်န
ော်အမှားတော့မခံ
ကြပါနင့်တော့နော
်Yangonရေ";0.006644359040791172;2024-05-22T23:36:00
Champions YUFC🦁🦁;0.01314235282705976;------
cybershield;0.001987890328478667;2024-05-22T23:34:00
@followers;0.001987890328478667;------
@topfans;0.001987890328478667;2024-05-22T23:25:00
Damn you write like me tbh;0.002817207682464388;------
The note isn't clear;0.0011465867787748692;2024-05-22T23:00:00
Any notes for Security + exam and network+ exams?;0.0014776053402779108;------
He’s in for a treat playing at the Kennel - and we’re in for a treat watching!;0.004471894048417157;2024-05-22T23:10:00
Can’t wait for the season to start!;0.01402816723057556;------
He is going to be a game changer.;0.010125592430977954;2024-05-22T23:00:00
Awwwwww man this is gonna be fuuun!!🎉🎉🎉;0.01402816723057556;------
Looks like the makings of a great team 👍;0.008709678757003089;2024-05-22T23:00:00
He’s our Seven footer, glad you’re with us Mike! We’ll be cheering for you next season!;0.010025085392107504;------
Welcome to the family.;0.015753699805726384;2024-05-22T23:00:00
who is Big Mike;0.015753699805726384;------
So excited, , go zags, love ya all🏀🏀🏀🏀;0.012358153755051797;2024-06-18T12:00:00
Welcome!!;0.016625991838185455;------
🏀 So excited for the season to start!! 🏀 GO ZAGS!!;0.010775511616433475;2024-06-18T12:00:00
"Game will be broadcast live on
Live here ⤵
https://
afn.hotstar.my.i
d/
basketball.php";0.004182306161339201;------
Marathon!!!;0.016625991838185455;2024-06-18T12:00:00
we will be back #mffl;0.00025685380118028046;------
Don’t forget. Come to Miami for vacation and leave Miami with probation 😂;0.004740121897355152;2024-06-18T12:00:00
Nothing to do in Boston ?;0.007448760234229282;------
Even Boston hates Boston 😂;0.006233782235695009;2024-06-18T12:00:00
Are they doing the Parade here too 😂;0.00703858218007099;------
I’m confused as well. So they left their city to go somewhere else to celebrate. Make it make sense.;0.004399781061436796;2024-06-18T16:00:00
Thanks for including us in the party!;0.002193192447194682;------
Why are they in Miami and not Boston to celebrate?;0.006632883418804713;2024-06-18T17:00:00
We’re open for business. Spend some loot and boost the economy. Hope they tip huge;0.0018029546830133235;------
Doesn’t the winning team usually go home to celebrate their win w their loyal fans? 🤔🤷🏻‍♀️;0.002557776502424258;2024-06-18T14:00:00
Ok somebody ask the burning question WHY???? Disney in Orlando!!;0.005843257482008155;------
It is interesting that they got tf out of Boston immediately once season was over;0.0016631377838714635;2024-06-18T12:00:00
Thanks for coming to sirens your money here, but I would be mad af if I was a Boston fan;2.8032880345421858e-05;------
Not wanted here go back to boston;0.006632883418804713;2024-06-18T12:00:00
They so obsessed with us. This gotta some petty way of sticking to us cus we knocked them out the playoffs several times 😂;7.821153750897858e-05;------
Why? Wrong city !;0.00703858218007099;2024-06-18T14:00:00
That's how lame Boston is;0.00703858218007099;------
Tell you something about the city of Boston…. Jaja;0.006632883418804713;2024-06-18T12:00:00
Why????;0.007861202662620253;------
Go back home this is Heat Nation here;0.0022180103640539518;2024-06-18T12:00:00
Boston too boring ?;0.007448760234229282;------
"Let me be careful and phrase my thoughts tactfully:

https://
www.tiktok.com/
t/ZTNdKBTg5/";0.005094942992552757;2024-06-18T23:00:00
Give them a gift card BUFU (buy us f you..) and GTFOH of our city... Heat players and fans already hating 😂 #completeInsult;0.0017364063296113064;------
Why? Are there no places to party in Boston?;0.010430311035373601;2024-06-18T13:00:00
They are not the Miami celtics...Go party in Boston....lol;0.010430311035373601;------
They are trolling the Heat ...;0.005486929495806437;2024-06-18T13:00:00
That's sad that Boston is so boring they have to come here to celebrate. Lol screw your fans;0.005094942992552757;------
Because Florida rules!!!;0.00703858218007099;2024-06-18T13:00:00
🖕🏼the Boston Celtics;0.00703858218007099;------
Why in Miami? Makes no sense!!!;0.006632883418804713;2024-06-18T16:00:00
Go Boston to party.;0.00703858218007099;------
希望BCDEF…尽快展开;0.006928311013491948;2024-06-18T12:00:00
"趕快打過來，別再演了，徹底解決
紛擾";0.008721165452482455;------
"有真本事就直接開打 盡搞這無意義的事。中國也只會嘴
砲 大搞無意義的事 大搞大內宣 自己看自己爽。全世界都大笑了 真本事就來真槍實彈搞 大搞特搞";1.4471935550020948e-06;2024-06-18T21:00:00
演習無用不痛不養誰會怕你;0.0013263390781250819;------
趁热打铁夜長夢多;0.004628144630495522;2024-06-18T22:00:00
When to reunited 🤔;0.0049755494721191555;------
"哎，本来和平统一，相亲相爱，不
香吗";0.011052137477187043;2024-06-18T22:00:00
唔係7姐誕喎 又嚟放煙花 😂;0.009780361128430424;------
習主席，請把演習變成事實;0.002236932023342706;2024-06-18T22:00:00
支持统一，杜绝一切台独;0.0016345368567638676;------
打击台独💪;0.006518550572273134;2024-06-18T22:00:00
Come on why do we need to keep changing things - let them wait just like the men this afl is becoming a joke;0.0008074091332117854;------
Flip True Aussie Legend of the Greatest Game in Australia Aussie Rules. 👍;0.001011443922169384;2024-06-18T22:00:00
The type of boy inspired by AFLW;0.00035669849524742105;------
Are we back to April 1 already?;0.0008742661844583482;2024-06-18T22:00:00
"Stunning and brave
Thanks Laura Kane
I can’t wait til they fast track statues";4.882623138625111e-05;------
Yeeee played 15 games retired kicked 2 goals 10….. acts like a 400 afl gamer who booted 1000 🤷‍♀️;0.00019078083964346653;2024-06-18T22:00:00
Why? It’s D grade.;0.0012288004673017391;------
Myso turnstiles rattling away;0.0016180648689818457;2024-06-18T22:00:00
Bit late for April fools;0.0009662101525940432;------
Oh FFS 🙄🙄🙄🙄;0.0016180648689818457;2024-06-18T22:00:00
Laughable;0.0018071730258897236;------
Will the d w I be displayed too?;3.398141542432688e-05;2024-06-18T22:00:00
Hell to the yeah, good RIDDANCE!!;0.020416716441893513;------
Not true Pat, your exactly what that show needed and needs, sign on the dotted line my man,you bring out the best in Kirk;0.013267075218257297;2024-06-18T22:00:00
He was supposed to be the next Lee Corso, a huge reason to watch Game Day;0.003050716059988934;------
Translation: WWE pays more and premium live events are on Saturdays.;0.003094182160503535;2024-06-18T22:00:00
Good prefer him on WWE;0.024796844117146753;------
Man that's the only reason I was watching;0.007583792634917654;2024-06-18T22:00:00
He was the only reason I watched!;0.007583792634917654;------
He is weird! I’m glad that he doesn’t have new contract. I think Coach Saban is going to be so much better.;0.00431456453048834;2024-06-18T22:00:00
ESPN gets rid of non-conforming people.;0.023367572044409805;------
College game day is all about hyping the crowd and reading teleprompter. Pat is perfect;0.005394671707345822;2024-06-18T22:00:00
I might actually start watching again;0.008297817014038448;------
How he has stayed with espn as long as he has is amazing. I love the guy. Doesn’t conform….;0.0006604633234979862;2024-06-18T22:00:00
Eliminate the trash and make College Game Day great again!;0.017949425600200308;------
Bruh. The only reason MOST of us tuned in to watch is because of Pat. I get it from his point of view buuuuuut he’s changed the game.;0.0003816035526296218;2024-06-18T22:00:00
But Corso will still be there even though he won’t know he is there;0.024796844117146753;------
Good let him stay with WWE;0.010027607607375897;2024-06-18T22:00:00
No matter what you do for a job there will always be people that you are not right for. It just the way of life.;0.0048462513826530015;------
"ESPN knew who they were getting.....it'
s simple he out ....if it's your own jig there are no boundaries except the the ones you i.pose on yourself..
ESPN contracts come w implied rules....along w the big dollar contract";0.0026543010784422882;2024-06-18T22:00:00
He is a little more than I liked initially on gameday but I started liking him last year;0.0006696991705584248;------
He hasn't signed because he wasn't offered a new contract saban is taking his place.;0.012373544966470735;2024-06-18T22:00:00
Have your own college game day .I'll watch;0.0026018915225992307;------
He been hosting WWE events too long;0.021961543163684233;2024-06-18T22:00:00
We need mcafee on gameday;0.024796844117146853;------
Peace out to him, for real ✌🏼✌🏼✌🏼 He’s awkward AF to watch a lot of the time 🥴;0.001416626376099642;2024-06-18T22:00:00
Start your own.. 🤟 I'd watch;0.007814025018190162;------
Well, not watching college game day anymore. Love pat, he brings energy to the crowds he's at;0.005784649638055787;2024-06-18T23:51:00
He made college day fun! Hope he comes back around.;0.017949425600200308;------
